Timestamp,I am currently enrolled in a college/university in Metro Manila. ,I acknowledge that my responses will remain anonymous and will be used solely for academic research purposes. ,School Type,Program/Course,Discipline,Year Level,What is your current General Weighted Average (GWA)? ,How often do you use AI to correct grammar and spelling in your schoolwork?  ,How difficult is correcting grammar and spelling for you?  ,How often do you use AI to rephrase sentences for clarity? ,How difficult is rephrasing sentences for you? ,"How often do you use AI to summarize articles, lectures, or videos? ",How difficult is summarizing for you? ,How often do you use AI to find or cite sources with short notes? ,How difficult is finding and citing sources for you?,How often do you use AI to brainstorm ideas or perspectives for assignments? ,How difficult is brainstorming ideas for you? ,How often do you use AI to generate outlines or structures for essays or projects? ,How difficult is making outlines or structures for you? ,"How often do you use AI to help you explain multi-step solutions? (i.e. math problems, coding exercises, or scientific procedures) ",How difficult is explaining multi-step solutions for you? ,How often do you use AI to solve complex or original problems? ,How difficult are complex or original problems for you? ,I feel confident using AI tools to support my schoolwork.,I can figure out how to use new AI features on my own. ,I can complete most academic tasks successfully when I use AI. ,I often feel unsure about the right way to use AI for my tasks. ,"I can troubleshoot basic AI issues (prompts, settings, exporting) without help. ",AI helps me finish academic work more efficiently. ,Using AI allows me to accomplish more in the same amount of time.  ,"AI reduces time spent on low-level steps (e.g., formatting, basic edits). ",Using AI usually slows me down. ,"With AI, I can focus more on higher-level thinking. ","Overall, how often do you use any AI tool for schoolwork? ",Using AI for class tasks feels straightforward to me. ,"Overall, AI makes my study time more effective.  ","You must draft a 1,500-word essay from scratch in 24 hours. How likely are you to use AI to generate the outline? (1-5) ",Raffle Entry: https://forms.gle/S7md6RL5ix6GNMsw8,If you want to enter our giveaway,total_dependency,profile,over_reliant,over_reliant_tasks,confidence_mean,productivity_mean,overall_ai_use,scenario_outline_likelihood,grammar_spelling_freq,grammar_spelling_diff,grammar_spelling_bloom,grammar_spelling_dep,rephrase_clarity_freq,rephrase_clarity_diff,rephrase_clarity_bloom,rephrase_clarity_dep,summarize_freq,summarize_diff,summarize_bloom,summarize_dep,find_cite_sources_freq,find_cite_sources_diff,find_cite_sources_bloom,find_cite_sources_dep,brainstorm_freq,brainstorm_diff,brainstorm_bloom,brainstorm_dep,outline_structure_freq,outline_structure_diff,outline_structure_bloom,outline_structure_dep,explain_multistep_freq,explain_multistep_diff,explain_multistep_bloom,explain_multistep_dep,solve_complex_freq,solve_complex_diff,solve_complex_bloom,solve_complex_dep,p75_threshold,high_dependency_p75,cluster_label
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,Bsit,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Occasionally,3,Occasionally,3,Occasionally,3,Occasionally,3,Occasionally,2,Always,4,Always,4,Always,3,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,3,Neutral,Agree,5,,,106,Regular,FALSE,,3,3.6,3,5,2,3,1,2,2,3,2,4,2,3,3,6,2,3,3,6,2,2,4,8,5,4,5,25,5,4,5,25,5,3,6,30,97,1,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,COLLEGE OF COMPUTING STUDIES - BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,1.51-1.75,Occasionally,2,Occasionally,3,Occasionally,2,Occasionally,2,Occasionally,2,Never,1,Occasionally,3,Sometimes,2,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,2,Neutral,Neutral,2,,,59,Regular,FALSE,,2.8,3,2,2,2,2,1,2,2,3,2,4,2,2,3,6,2,2,3,6,2,2,4,8,1,1,5,5,2,3,5,10,3,2,6,18,97,0,0
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Occasionally,2,Sometimes,1,Occasionally,3,Often,4,Often,3,Always,4,Always,4,Sometimes,3,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,4,Neutral,Agree,4,,,110,Regular,FALSE,,4.6,4.6,4,4,2,2,1,2,3,1,2,6,2,3,3,6,4,4,3,12,4,3,4,16,5,4,5,25,5,4,5,25,3,3,6,18,97,1,1
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,Bachelor of Science in Information Technology ,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.76-2.00,Always,3,Often,3,Sometimes,2,Never,3,Always,3,Occasionally,2,Always,4,Sometimes,3,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,5,Agree,Agree,3,,,98,Regular,FALSE,,3.8,3.2,5,3,5,3,1,5,4,3,2,8,3,2,3,9,1,3,3,3,5,3,4,20,2,2,5,10,5,4,5,25,3,3,6,18,97,1,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,Bachelor of Science in Information Technology,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,1.76-2.00,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Always,4,Sometimes,3,Sometimes,3,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,4,Agree,Agree,4,,,106,Regular,FALSE,,3.4,3.8,4,4,4,3,1,4,4,3,2,8,4,3,3,12,4,3,3,12,3,2,4,12,5,4,5,25,3,3,5,15,3,3,6,18,97,1,1
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.26-1.50,Often,1,Occasionally,3,Often,2,Occasionally,2,Sometimes,2,Occasionally,2,Always,4,Often,4,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,4,Disagree,Neutral,4,,,97,Regular,FALSE,,4,3.8,4,4,4,1,1,4,2,3,2,4,4,2,3,12,2,2,3,6,3,2,4,12,2,2,5,10,5,4,5,25,4,4,6,24,97,1,1
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Sometimes,3,Often,4,Sometimes,5,Occasionally,5,Occasionally,3,Occasionally,3,Occasionally,2,Occasionally,3,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,3,Agree,Agree,4,,,66,Regular,FALSE,,3.6,3.6,3,4,3,3,1,3,4,4,2,8,3,5,3,9,2,5,3,6,2,3,4,8,2,3,5,10,2,2,5,10,2,3,6,12,97,0,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,IT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Sometimes,1,Never,3,Never,2,Never,1,Often,2,Never,1,Sometimes,2,Sometimes,2,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,3,Neutral,Agree,3,,,65,Regular,FALSE,,3.2,3.8,3,3,3,1,1,3,1,3,2,2,1,2,3,3,1,1,3,3,4,2,4,16,1,1,5,5,3,2,5,15,3,2,6,18,97,0,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Often,3,Often,3,Always,4,Always,5,Occasionally,2,Sometimes,3,Always,4,Sometimes,3,Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,3,Neutral,Agree,4,,,108,Regular,FALSE,,2.8,3.4,3,4,4,3,1,4,4,3,2,8,5,4,3,15,5,5,3,15,2,2,4,8,3,3,5,15,5,4,5,25,3,3,6,18,97,1,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,INFORMATION TECHNOLOGY,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,3.01-5.00,Often,2,Sometimes,3,Occasionally,3,Never,3,Occasionally,3,Occasionally,3,Occasionally,3,Never,4,Neutral,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Disagree,3,Disagree,Neutral,3,,,53,Strategic,FALSE,,2,2.4,3,3,4,2,1,4,3,3,2,6,2,3,3,6,1,3,3,3,2,3,4,8,2,3,5,10,2,3,5,10,1,4,6,6,97,0,0
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT CCS,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Often,4,Sometimes,3,Sometimes,3,Sometimes,3,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,4,Agree,Agree,5,,,91,Regular,FALSE,,3.2,3.4,4,5,3,3,1,3,3,3,2,6,3,3,3,9,3,3,3,9,4,4,4,16,3,3,5,15,3,3,5,15,3,3,6,18,97,0,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,2,Sometimes,2,Never,5,Never,1,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,3,Neutral,Agree,2,,,65,Regular,FALSE,,3.6,3.2,3,2,3,3,1,3,3,3,2,6,3,3,3,9,3,3,3,9,3,2,4,12,3,2,5,15,1,5,5,5,1,1,6,6,97,0,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,1.26-1.50,Sometimes,2,Sometimes,3,Never,4,Often,3,Occasionally,2,Sometimes,3,Always,2,Occasionally,2,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,4,Neutral,Agree,3,,,84,Regular,FALSE,,3,3.6,4,3,3,2,1,3,3,3,2,6,1,4,3,3,4,3,3,12,2,2,4,8,3,3,5,15,5,2,5,25,2,2,6,12,97,0,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.51-1.75,Occasionally,1,Occasionally,2,Occasionally,3,Occasionally,3,Occasionally,2,Occasionally,2,Sometimes,2,Occasionally,3,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Agree,3,Agree,Neutral,2,,,63,Regular,FALSE,,3.6,3.6,3,2,2,1,1,2,2,2,2,4,2,3,3,6,2,3,3,6,2,2,4,8,2,2,5,10,3,2,5,15,2,3,6,12,97,0,2
9/17/2025 23:23,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.76-2.00,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Occasionally,4,Sometimes,3,Sometimes,3,Sometimes,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,Neutral,Agree,2,,,83,Regular,FALSE,,3,3,3,2,3,3,1,3,3,3,2,6,3,3,3,9,3,3,3,9,2,4,4,8,3,3,5,15,3,3,5,15,3,3,6,18,97,0,0
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT (Information Technology),"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Occasionally,2,Occasionally,3,Often,4,Often,4,Occasionally,3,Occasionally,2,Occasionally,2,Occasionally,2,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,3,Neutral,Agree,3,,,70,Regular,FALSE,,3.2,3.4,3,3,2,2,1,2,2,3,2,4,4,4,3,12,4,4,3,12,2,3,4,8,2,2,5,10,2,2,5,10,2,2,6,12,97,0,2
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,Bachelor of Science in Information Technology,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,1.51-1.75,Occasionally,1,Occasionally,2,Sometimes,2,Often,4,Often,3,Occasionally,2,Often,5,Sometimes,3,Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,3,Neutral,Agree,4,,,91,Regular,FALSE,,3.8,3.8,3,4,2,1,1,2,2,2,2,4,3,2,3,9,4,4,3,12,4,3,4,16,2,2,5,10,4,5,5,20,3,3,6,18,97,0,1
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,1.26-1.50,Occasionally,3,Occasionally,2,Sometimes,3,Sometimes,3,Occasionally,2,Sometimes,3,Occasionally,3,Often,4,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,3,Agree,Agree,3,,,81,Regular,FALSE,,3.4,4,3,3,2,3,1,2,2,2,2,4,3,3,3,9,3,3,3,9,2,2,4,8,3,3,5,15,2,3,5,10,4,4,6,24,97,0,2
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.51-1.75,Often,3,Often,2,Occasionally,3,Often,3,Often,2,Often,4,Often,4,Often,4,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,4,Neutral,Neutral,5,,,110,Regular,FALSE,,4,4,4,5,4,3,1,4,4,2,2,8,2,3,3,6,4,3,3,12,4,2,4,16,4,4,5,20,4,4,5,20,4,4,6,24,97,1,1
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Occasionally,2,Occasionally,2,Occasionally,2,Occasionally,3,Occasionally,2,Occasionally,1,Occasionally,3,Occasionally,2,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Agree,3,Neutral,Neutral,3,,,58,Regular,FALSE,,3,3.8,3,3,2,2,1,2,2,2,2,4,2,2,3,6,2,3,3,6,2,2,4,8,2,1,5,10,2,3,5,10,2,2,6,12,97,0,2
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.76-2.00,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,3,Neutral,Neutral,4,,,87,Regular,FALSE,,3,3.2,3,4,3,3,1,3,3,3,2,6,3,3,3,9,3,3,3,9,3,3,4,12,3,3,5,15,3,3,5,15,3,3,6,18,97,0,2
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Occasionally,2,Never,1,Sometimes,2,Never,1,Often,4,Often,4,Always,5,Always,5,Neutral,Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,3,Agree,Strongly Agree,5,,,107,Over-reliant,TRUE,solve_complex,3.8,4.6,3,5,2,2,1,2,1,1,2,2,3,2,3,9,1,1,3,3,4,4,4,16,4,4,5,20,5,5,5,25,5,5,6,30,97,1,1
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,2.01-2.50,Often,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,2,Occasionally,3,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,2,Neutral,Neutral,4,,,82,Regular,FALSE,,3,2.6,2,4,4,3,1,4,3,3,2,6,3,3,3,9,3,3,3,9,3,3,4,12,3,3,5,15,3,2,5,15,2,3,6,12,97,0,0
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,IT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Occasionally,4,Never,2,Often,3,Never,1,Often,3,Occasionally,3,Often,4,Occasionally,3,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,4,Agree,Strongly Agree,5,,,77,Regular,FALSE,,3,4.2,4,5,2,4,1,2,1,2,2,2,4,3,3,12,1,1,3,3,4,3,4,16,2,3,5,10,4,4,5,20,2,3,6,12,97,0,2
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,Neutral,Neutral,3,,,87,Regular,FALSE,,3,3,3,3,3,3,1,3,3,3,2,6,3,3,3,9,3,3,3,9,3,3,4,12,3,3,5,15,3,3,5,15,3,3,6,18,97,0,0
9/17/2025 23:24,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not ,0,Regular,FALSE,,,,,,,,1,,,,2,,,,3,,,,3,,,,4,,,,5,,,,5,,,,6,,97,0,
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,information technology ,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.26-1.50,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Occasionally,4,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,3,Neutral,Neutral,3,,,81,Regular,FALSE,,3,2.6,3,3,3,3,1,3,3,3,2,6,3,3,3,9,3,3,3,9,3,3,4,12,3,3,5,15,3,3,5,15,2,4,6,12,97,0,0
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,Bachelor of Science in Information Technology,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,2.51-3.00,Often,3,Sometimes,3,Occasionally,3,Sometimes,3,Sometimes,3,Occasionally,3,Occasionally,3,Sometimes,3,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,3,Neutral,Agree,3,,,75,Regular,FALSE,,3,3,3,3,4,3,1,4,3,3,2,6,2,3,3,6,3,3,3,9,3,3,4,12,2,3,5,10,2,3,5,10,3,3,6,18,97,0,0
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,Bsit,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.76-2.00,Always,4,Often,3,Often,3,Occasionally,2,Sometimes,3,Often,4,Occasionally,2,Sometimes,2,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,5,Agree,Strongly Agree,4,,,91,Regular,FALSE,,3.6,3.6,5,4,5,4,1,5,4,3,2,8,4,3,3,12,2,2,3,6,3,3,4,12,4,4,5,20,2,2,5,10,3,2,6,18,97,0,2
9/17/2025 23:24,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.76-2.00,Occasionally,1,Occasionally,1,Often,1,Often,2,Often,2,Occasionally,1,Often,2,Sometimes,3,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,3,Disagree,Agree,1,,,94,Regular,FALSE,,4.2,5,3,1,2,1,1,2,2,1,2,4,4,1,3,12,4,2,3,12,4,2,4,16,2,1,5,10,4,2,5,20,3,3,6,18,97,0,1
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,Bsit,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.76-2.00,Sometimes,4,Often,3,Sometimes,4,Sometimes,3,Sometimes,3,Often,4,Often,5,Sometimes,4,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,4,Neutral,Agree,3,,,99,Regular,FALSE,,3,3.2,4,3,3,4,1,3,4,3,2,8,3,4,3,9,3,3,3,9,3,3,4,12,4,4,5,20,4,5,5,20,3,4,6,18,97,1,2
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Occasionally,1,Never,1,Occasionally,2,Never,3,Occasionally,2,Never,1,Occasionally,3,Never,3,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,3,Agree,Neutral,1,,,42,Regular,FALSE,,3.4,3.6,3,1,2,1,1,2,1,1,2,2,2,2,3,6,1,3,3,3,2,2,4,8,1,1,5,5,2,3,5,10,1,3,6,6,97,0,2
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,IT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Sometimes,3,Sometimes,2,Occasionally,2,Often,3,Occasionally,2,Never,1,Sometimes,3,Often,4,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,3,Neutral,Agree,3,,,79,Regular,FALSE,,3.4,3.8,3,3,3,3,1,3,3,2,2,6,2,2,3,6,4,3,3,12,2,2,4,8,1,1,5,5,3,3,5,15,4,4,6,24,97,0,2
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Never,1,Never,1,Never,2,Never,1,Occasionally,1,Never,2,Never,2,Never,1,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,2,Strongly Disagree,Strongly Disagree,2,,,33,Regular,FALSE,,1.8,1.4,2,2,1,1,1,1,1,1,2,2,1,2,3,3,1,1,3,3,2,1,4,8,1,2,5,5,1,2,5,5,1,1,6,6,97,0,0
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.26-1.50,Sometimes,2,Never,1,Sometimes,1,Sometimes,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,1,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,2,Neutral,Neutral,2,,,83,Regular,FALSE,,3.2,3,2,2,3,2,1,3,1,1,2,2,3,1,3,9,3,1,3,9,3,2,4,12,3,2,5,15,3,2,5,15,3,1,6,18,97,0,2
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,1.76-2.00,Sometimes,3,Sometimes,4,Sometimes,4,Sometimes,4,Sometimes,4,Sometimes,4,Sometimes,3,Sometimes,4,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,3,Neutral,Neutral,4,,,87,Regular,FALSE,,3.6,3.4,3,4,3,3,1,3,3,4,2,6,3,4,3,9,3,4,3,9,3,4,4,12,3,4,5,15,3,3,5,15,3,4,6,18,97,0,2
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,Bachelor of Science in Information Technology,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.51-3.00,Occasionally,2,Occasionally,2,Occasionally,2,Occasionally,2,Occasionally,3,Occasionally,2,Occasionally,2,Occasionally,2,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,2,Disagree,Neutral,2,,,58,Regular,FALSE,,2.6,2.6,2,2,2,2,1,2,2,2,2,4,2,2,3,6,2,2,3,6,2,3,4,8,2,2,5,10,2,2,5,10,2,2,6,12,97,0,0
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,Bachelor of Science in Information Technology ,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Always,3,Often,3,Occasionally,2,Occasionally,3,Occasionally,2,Occasionally,2,Sometimes,3,Occasionally,2,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,3,Neutral,Neutral,2,,,70,Regular,FALSE,,2.4,3.2,3,2,5,3,1,5,4,3,2,8,2,2,3,6,2,3,3,6,2,2,4,8,2,2,5,10,3,3,5,15,2,2,6,12,97,0,0
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,BSIT,"STEM (e.g.): Engineering, Computer Science, Nursing, Biology",2,2.01-2.50,Sometimes,3,Occasionally,3,Never,3,Occasionally,3,Often,4,Sometimes,4,Occasionally,2,Occasionally,2,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,3,Neutral,Agree,3,,,69,Regular,FALSE,,2.6,3.4,3,3,3,3,1,3,2,3,2,4,1,3,3,3,2,3,3,6,4,4,4,16,3,4,5,15,2,2,5,10,2,2,6,12,97,0,0
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,BSIT,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,2.01-2.50,Sometimes,2,Sometimes,2,Often,4,Never,1,Never,1,Occasionally,3,Always,4,Sometimes,3,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,3,Disagree,Agree,4,,,81,Regular,FALSE,,3.8,3.8,3,4,3,2,1,3,3,2,2,6,4,4,3,12,1,1,3,3,1,1,4,4,2,3,5,10,5,4,5,25,3,3,6,18,97,0,2
9/17/2025 23:25,Yes,Yes,Public Higher Education Institutions,IT,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",4,2.01-2.50,Often,2,Sometimes,2,Sometimes,2,Sometimes,2,Occasionally,3,Sometimes,2,Sometimes,2,Occasionally,2,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,4,Agree,Agree,2,,,78,Regular,FALSE,,3.4,3.8,4,2,4,2,1,4,3,2,2,6,3,2,3,9,3,2,3,9,2,3,4,8,3,2,5,15,3,2,5,15,2,2,6,12,97,0,2
9/17/2025 23:26,Yes,Yes,Public Higher Education Institutions,BSIT,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,1.26-1.50,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,3,Often,3,Occasionally,2,Occasionally,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,4,Strongly Disagree,Strongly Disagree,4,,,87,Regular,FALSE,,1.6,1.6,4,4,3,2,1,3,3,2,2,6,4,3,3,12,4,3,3,12,3,3,4,12,4,3,5,20,2,2,5,10,2,2,6,12,97,0,0
9/17/2025 23:26,Yes,Yes,Public Higher Education Institutions,BSIT,"Non-STEM (e.g.): Business Administration, Psychology, Communication, Education",2,3.01-5.00,Often,1,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,4,Often,3,Sometimes,3,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,2,Neutral,Neutral,2,,,101,Regular,FALSE,,3,3.4,2,2,4,1,1,4,3,2,2,6,4,3,3,12,3,2,3,9,3,2,4,12,4,4,5,20,4,3,5,20,3,3,6,18,97,1,2
